"aircraft_code","model","range","english_flight_model"
"773","{""en"": ""Boeing 777-300"", ""ru"": ""Боинг 777-300""}",11100,Boeing 777-300
"763","{""en"": ""Boeing 767-300"", ""ru"": ""Боинг 767-300""}",7900,Boeing 767-300
SU9,"{""en"": ""Sukhoi Superjet-100"", ""ru"": ""Сухой Суперджет-100""}",3000,Sukhoi Superjet-100
"320","{""en"": ""Airbus A320-200"", ""ru"": ""Аэробус A320-200""}",5700,Airbus A320-200
"321","{""en"": ""Airbus A321-200"", ""ru"": ""Аэробус A321-200""}",5600,Airbus A321-200
"319","{""en"": ""Airbus A319-100"", ""ru"": ""Аэробус A319-100""}",6700,Airbus A319-100
"733","{""en"": ""Boeing 737-300"", ""ru"": ""Боинг 737-300""}",4200,Boeing 737-300
CN1,"{""en"": ""Cessna 208 Caravan"", ""ru"": ""Сессна 208 Караван""}",1200,Cessna 208 Caravan
CR2,"{""en"": ""Bombardier CRJ-200"", ""ru"": ""Бомбардье CRJ-200""}",2700,Bombardier CRJ-200
